IssueId,ImageURL,IgnoreMe
10495,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10496,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10764,https://www.coverbrowser.com/image/ace-books/1611-1.jpg,/images/Terra.jpg
10765,https://www.coverbrowser.com/image/ace-books/1611-1.jpg,/images/Terra.jpg
10766,https://www.coverbrowser.com/image/ace-books/1611-1.jpg,/images/Terra.jpg
10767,https://www.coverbrowser.com/image/ace-books/1611-1.jpg,/images/Terra.jpg
36875,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36876,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36877,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36878,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36879,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36880,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36881,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36882,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
36883,https://www.coverbrowser.com/image/spanish-dvds/331-1.jpg,/images/The+Brotherhood.jpg
43939,https://www.coverbrowser.com/image/bestselling-comics-2007/3469-1.jpg,/images/The+Buzz.jpg
43940,https://www.coverbrowser.com/image/bestselling-comics-2007/3469-1.jpg,/images/The+Buzz.jpg
43941,https://www.coverbrowser.com/image/bestselling-comics-2007/3469-1.jpg,/images/The+Buzz.jpg
44199,https://www.coverbrowser.com/image/finnish-dvds/152-1.jpg,/images/The+Call.jpg
44200,https://www.coverbrowser.com/image/finnish-dvds/152-1.jpg,/images/The+Call.jpg
44201,https://www.coverbrowser.com/image/finnish-dvds/152-1.jpg,/images/The+Call.jpg
44202,https://www.coverbrowser.com/image/finnish-dvds/152-1.jpg,/images/The+Call.jpg
6335,https://www.coverbrowser.com/image/bestselling-comics-2006/749-1.jpg,/images/The+Dark+Knight+Strikes+Again.jpg
6336,https://www.coverbrowser.com/image/bestselling-comics-2006/749-1.jpg,/images/The+Dark+Knight+Strikes+Again.jpg
6337,https://www.coverbrowser.com/image/bestselling-comics-2006/749-1.jpg,/images/The+Dark+Knight+Strikes+Again.jpg
24807,https://www.coverbrowser.com/image/harmony-books/59-6.jpg,/images/The+Deep.jpg
41161,https://www.coverbrowser.com/image/childrens-books/18-6.jpg,/images/The+Emerald+City+of+Oz.jpg
41162,https://www.coverbrowser.com/image/childrens-books/18-6.jpg,/images/The+Emerald+City+of+Oz.jpg
41163,https://www.coverbrowser.com/image/childrens-books/18-6.jpg,/images/The+Emerald+City+of+Oz.jpg
41164,https://www.coverbrowser.com/image/childrens-books/18-6.jpg,/images/The+Emerald+City+of+Oz.jpg
41165,https://www.coverbrowser.com/image/childrens-books/18-6.jpg,/images/The+Emerald+City+of+Oz.jpg
37438,https://www.coverbrowser.com/image/vintage-books/2437-1.jpg,/images/The+Eternal.jpg
37439,https://www.coverbrowser.com/image/vintage-books/2437-1.jpg,/images/The+Eternal.jpg
37440,https://www.coverbrowser.com/image/vintage-books/2437-1.jpg,/images/The+Eternal.jpg
37441,https://www.coverbrowser.com/image/vintage-books/2437-1.jpg,/images/The+Eternal.jpg
37442,https://www.coverbrowser.com/image/vintage-books/2437-1.jpg,/images/The+Eternal.jpg
37443,https://www.coverbrowser.com/image/vintage-books/2437-1.jpg,/images/The+Eternal.jpg
23322,https://www.coverbrowser.com/image/bestselling-movies-2006/1909-1.jpg,/images/The+Evil+Dead.jpg
23323,https://www.coverbrowser.com/image/bestselling-movies-2006/1909-1.jpg,/images/The+Evil+Dead.jpg
23324,https://www.coverbrowser.com/image/bestselling-movies-2006/1909-1.jpg,/images/The+Evil+Dead.jpg
23325,https://www.coverbrowser.com/image/bestselling-movies-2006/1909-1.jpg,/images/The+Evil+Dead.jpg
42296,https://www.coverbrowser.com/image/role-playing-games/1047-1.jpg,/images/The+Fallen.jpg
23434,https://www.coverbrowser.com/image/bestselling-movies-2006/365-1.jpg,/images/The+Goon.jpg
23435,https://www.coverbrowser.com/image/bestselling-movies-2006/365-1.jpg,/images/The+Goon.jpg
23436,https://www.coverbrowser.com/image/bestselling-movies-2006/365-1.jpg,/images/The+Goon.jpg
23437,https://www.coverbrowser.com/image/bestselling-movies-2006/365-1.jpg,/images/The+Goon.jpg
